FIRE_CODE,FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,COUNTY,COUNTY_CODE,FIPS_NAME,STATE_NAME,COUNTY_NAME,STATE_CODE
,,1997,1997-03-02,61,1500.0,Debris Burning,1997-03-02,61.0,1647.0,0.55,B,32.9901,-84.4227,8.0,PRIVATE,Upson               ,293,Upson,Georgia,Upson,13
,,1997,1997-09-09,252,1735.0,Arson,,,,0.54,B,32.8358,-84.2796,8.0,PRIVATE,Upson               ,293,Upson,Georgia,Upson,13
,,1997,1997-07-11,192,1618.0,Children,1997-07-11,192.0,1630.0,0.51,B,32.8872,-84.3001,14.0,MISSING/NOT SPECIFIED,Upson               ,293,Upson,Georgia,Upson,13
,,1997,1997-03-08,67,2145.0,Debris Burning,1997-03-08,67.0,2221.0,0.4,B,32.8701,-84.3815,8.0,PRIVATE,Upson               ,293,Upson,Georgia,Upson,13
,,1997,1997-10-04,277,1330.0,Arson,1997-10-04,277.0,1430.0,0.39,B,32.9386,-84.4225,8.0,PRIVATE,Upson               ,293,Upson,Georgia,Upson,13
,,1997,1997-03-11,70,1200.0,Debris Burning,1997-03-11,70.0,1235.0,0.34,B,32.9214,-84.2391,8.0,PRIVATE,Upson               ,293,Upson,Georgia,Upson,13
,,1997,1997-04-19,109,1100.0,Debris Burning,1997-04-19,109.0,1215.0,0.33,B,32.8872,-84.3816,8.0,PRIVATE,Upson               ,293,Upson,Georgia,Upson,13
,,1997,1997-04-24,114,1700.0,Debris Burning,1997-04-24,114.0,1812.0,0.27,B,32.9215,-84.3817,8.0,PRIVATE,Upson               ,293,Upson,Georgia,Upson,13
,,1997,1997-07-07,188,1820.0,Lightning,1997-07-07,188.0,1912.0,0.25,A,32.9901,-84.4023,8.0,PRIVATE,Upson               ,293,Upson,Georgia,Upson,13
,,1997,1997-05-22,142,1430.0,Miscellaneous,1997-05-22,142.0,1445.0,0.25,A,32.8872,-84.2798,8.0,PRIVATE,Upson               ,293,Upson,Georgia,Upson,13
,,1997,1997-09-30,273,1450.0,Smoking,1997-09-30,273.0,1539.0,0.23,A,32.9558,-84.4837,8.0,PRIVATE,Upson               ,293,Upson,Georgia,Upson,13
,,1997,1997-01-20,20,1520.0,Children,1997-01-20,20.0,1608.0,0.22,A,32.8529,-84.2797,8.0,PRIVATE,Upson               ,293,Upson,Georgia,Upson,13
,,1997,1997-03-12,71,1625.0,Debris Burning,1997-03-12,71.0,1730.0,0.2,A,32.9729,-84.4634,8.0,PRIVATE,Upson               ,293,Upson,Georgia,Upson,13
,,1997,1997-05-16,136,1920.0,Children,1997-05-16,136.0,2050.0,0.09,A,32.9558,-84.3207,8.0,PRIVATE,Upson               ,293,Upson,Georgia,Upson,13
,,1997,1997-11-18,322,1040.0,Debris Burning,1997-11-18,322.0,1125.0,0.06,A,32.9558,-84.3818,8.0,PRIVATE,Upson               ,293,Upson,Georgia,Upson,13
,,1997,1997-11-05,309,1500.0,Equipment Use,1997-11-05,309.0,1607.0,0.05,A,32.8015,-84.2999,8.0,PRIVATE,Upson               ,293,Upson,Georgia,Upson,13
,,1997,1997-04-04,94,1400.0,Arson,1997-04-04,94.0,1839.0,88.98,C,34.3272,-84.6751,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-04-02,92,1630.0,Debris Burning,1997-04-02,92.0,2257.0,57.07,C,34.3272,-84.6751,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-03-18,77,1750.0,Miscellaneous,1997-03-18,77.0,2047.0,21.92,C,34.1044,-84.8184,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-09-22,265,100.0,Arson,1997-09-22,265.0,403.0,13.73,C,34.3444,-84.9858,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-09-19,262,1300.0,Arson,1997-09-19,262.0,1521.0,10.73,C,34.3101,-84.9647,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-09-22,265,5.0,Arson,1997-09-22,265.0,250.0,10.39,C,34.3273,-85.0063,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-09-19,262,1300.0,Arson,1997-09-19,262.0,1458.0,9.74,B,34.3272,-84.9856,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-09-20,263,1500.0,Arson,1997-09-20,263.0,1715.0,9.2,B,34.3272,-84.9856,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-09-18,261,1000.0,Debris Burning,1997-09-18,261.0,1550.0,6.74,B,34.3272,-84.8821,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-04-07,97,1700.0,Arson,1997-04-07,97.0,1859.0,6.19,B,34.1044,-84.8803,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-03-22,81,1300.0,Debris Burning,1997-03-22,81.0,1433.0,6.13,B,34.3101,-84.7992,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-03-24,83,1230.0,Arson,1997-03-24,83.0,1430.0,5.62,B,34.2244,-84.9433,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-09-20,263,1140.0,Arson,1997-09-20,263.0,1450.0,5.26,B,34.3444,-84.9651,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-09-05,248,1700.0,Debris Burning,1997-09-05,248.0,1925.0,3.97,B,34.2243,-84.6952,14.0,MISSING/NOT SPECIFIED,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-09-03,246,1700.0,Arson,1997-09-03,246.0,1819.0,3.96,B,34.1387,-84.8393,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-10-09,282,1500.0,Debris Burning,1997-10-09,282.0,1603.0,3.28,B,34.3444,-84.8822,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-09-23,266,2145.0,Arson,1997-09-24,267.0,15.0,3.06,B,34.1901,-84.9637,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-02-18,49,1530.0,Railroad,1997-02-18,49.0,1646.0,2.7,B,34.1386,-84.7773,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-11-28,332,1500.0,Arson,1997-11-28,332.0,1612.0,2.62,B,34.1386,-84.7567,14.0,MISSING/NOT SPECIFIED,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-03-24,83,1100.0,Debris Burning,1997-03-24,83.0,1359.0,2.54,B,34.2415,-84.8401,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-02-25,56,1300.0,Debris Burning,1997-02-25,56.0,1421.0,2.44,B,34.2243,-84.7986,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-03-12,71,1642.0,Equipment Use,1997-03-12,71.0,1831.0,2.39,B,34.3272,-84.6751,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-02-18,49,1450.0,Debris Burning,1997-02-18,49.0,,2.35,B,34.1216,-84.9837,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-09-18,261,1000.0,Arson,1997-09-18,261.0,2221.0,1.96,B,34.3272,-84.8821,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-03-09,68,1700.0,Debris Burning,1997-03-09,68.0,1850.0,1.83,B,34.2243,-84.7366,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-03-15,74,1500.0,Debris Burning,1997-03-15,74.0,1747.0,1.76,B,34.1387,-84.8599,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-12-16,350,1230.0,Debris Burning,1997-12-16,350.0,1414.0,1.66,B,34.2758,-84.9438,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-12-16,350,1745.0,Arson,1997-12-16,350.0,1939.0,1.65,B,34.2587,-85.0057,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-09-22,265,200.0,Arson,1997-09-22,265.0,850.0,1.51,B,34.1043,-84.7152,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-11-19,323,1230.0,Debris Burning,1997-11-19,323.0,1408.0,1.38,B,34.3615,-85.0273,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-03-29,88,1430.0,Debris Burning,1997-03-29,88.0,1552.0,1.31,B,34.2244,-84.8399,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-03-31,90,2030.0,Miscellaneous,1997-03-31,90.0,2210.0,1.18,B,34.3786,-84.6754,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-03-22,81,1630.0,Arson,1997-03-22,81.0,1814.0,1.06,B,34.1043,-84.6945,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-10-03,276,1500.0,Debris Burning,1997-10-03,276.0,1740.0,1.0,B,34.0872,-84.6944,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-04-04,94,1415.0,Debris Burning,1997-04-04,94.0,1520.0,0.96,B,34.2244,-84.8606,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-09-19,262,1300.0,Arson,1997-09-19,262.0,1441.0,0.71,B,34.3272,-84.9856,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-09-18,261,1020.0,Arson,1997-09-18,261.0,1155.0,0.66,B,34.2415,-84.9641,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-08-24,236,1930.0,Arson,1997-08-24,236.0,2305.0,0.63,B,34.3272,-84.8614,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-09-23,266,1400.0,Arson,1997-09-23,266.0,1437.0,0.58,B,34.3272,-84.7165,14.0,MISSING/NOT SPECIFIED,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-03-25,84,545.0,Arson,1997-03-25,84.0,716.0,0.56,B,34.1901,-85.0257,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-10-02,275,1750.0,Arson,1997-10-02,275.0,1920.0,0.5,B,34.1387,-84.9632,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-10-10,283,1450.0,Arson,1997-10-10,283.0,1538.0,0.5,B,34.2072,-84.8811,14.0,MISSING/NOT SPECIFIED,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-09-19,262,1300.0,Arson,1997-09-19,262.0,1446.0,0.49,B,34.3273,-85.0063,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-04-02,92,1200.0,Debris Burning,1997-04-02,92.0,1355.0,0.48,B,34.2929,-84.7784,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-03-18,77,1320.0,Debris Burning,1997-03-18,77.0,1431.0,0.46,B,34.2243,-84.7779,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-09-09,252,800.0,Arson,1997-09-09,252.0,850.0,0.45,B,34.1901,-84.8397,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-04-04,94,1500.0,Debris Burning,1997-04-05,95.0,1248.0,0.44,B,34.1558,-84.8807,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-04-06,96,2050.0,Debris Burning,1997-04-06,96.0,2138.0,0.44,B,34.3272,-84.6751,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-10-10,283,5.0,Debris Burning,1997-10-10,283.0,131.0,0.38,B,34.3272,-84.6958,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-09-19,262,1320.0,Arson,1997-09-19,262.0,1422.0,0.35,B,34.3273,-85.0063,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-04-04,94,930.0,Debris Burning,1997-04-04,94.0,1015.0,0.29,B,34.1901,-84.7983,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-08-08,220,2115.0,Debris Burning,1997-08-08,220.0,2200.0,0.25,A,34.3271,-84.6544,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-08-24,236,100.0,Debris Burning,1997-08-24,236.0,345.0,0.25,A,34.31,-84.7164,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-10-14,287,2045.0,Arson,1997-10-14,287.0,2234.0,0.25,A,34.2758,-85.0058,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-09-01,244,1615.0,Arson,1997-09-01,244.0,1738.0,0.24,A,34.1558,-84.984,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-09-24,267,1400.0,Miscellaneous,1997-09-24,267.0,1516.0,0.24,A,34.1729,-84.7156,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-11-21,325,705.0,Arson,1997-11-21,325.0,936.0,0.2,A,34.3272,-84.9235,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-03-11,70,1000.0,Debris Burning,1997-03-11,70.0,1132.0,0.18,A,34.2415,-84.7367,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-03-31,90,1115.0,Miscellaneous,1997-03-31,90.0,1335.0,0.17,A,34.0872,-84.8802,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-12-18,352,1100.0,Equipment Use,1997-12-18,352.0,1147.0,0.16,A,34.2072,-84.7985,14.0,MISSING/NOT SPECIFIED,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-05-13,133,2100.0,Arson,1997-05-13,133.0,2142.0,0.07,A,34.2244,-84.8606,14.0,MISSING/NOT SPECIFIED,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-05-28,148,1900.0,Debris Burning,1997-05-28,148.0,2128.0,0.01,A,34.31,-84.7164,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-08-21,233,1.0,Debris Burning,1997-08-21,233.0,125.0,0.01,A,34.2072,-84.9432,14.0,MISSING/NOT SPECIFIED,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-11-26,330,1630.0,Debris Burning,1997-11-26,330.0,1730.0,0.01,A,34.1901,-84.7983,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-10-21,294,1100.0,Arson,,,,0.01,A,34.3101,-85.0061,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-12-12,346,515.0,Arson,1997-12-12,346.0,1351.0,0.01,A,34.3101,-84.9234,8.0,PRIVATE,Bartow              ,15,Bartow,Georgia,Bartow,13
,,1997,1997-04-03,93,1300.0,Debris Burning,1997-04-03,93.0,1515.0,21.82,C,34.8587,-85.1988,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-01-15,15,1400.0,Debris Burning,1997-01-15,15.0,1515.0,4.9,B,34.9615,-85.0123,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-03-12,71,1745.0,Debris Burning,1997-03-12,71.0,1850.0,1.79,B,34.9444,-85.1372,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-08-31,243,1330.0,Debris Burning,1997-08-31,243.0,1400.0,1.77,B,34.8073,-85.1774,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-04-10,100,1540.0,Debris Burning,1997-04-10,100.0,1615.0,1.51,B,34.8929,-85.0116,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-03-24,83,1430.0,Debris Burning,1997-03-24,83.0,1545.0,1.09,B,34.9443,-85.03299999999999,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-04-07,97,1700.0,Children,1997-04-07,97.0,1758.0,0.91,B,34.9101,-85.1994,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-04-13,103,1530.0,Debris Burning,1997-04-13,103.0,1715.0,0.83,B,34.7901,-85.1772,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-07-23,204,2100.0,Debris Burning,1997-07-23,204.0,2145.0,0.78,B,34.9615,-85.2209,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-01-20,20,1500.0,Arson,1997-01-20,20.0,1605.0,0.67,B,34.9787,-85.2419,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-03-09,68,1900.0,Arson,1997-03-09,68.0,2004.0,0.59,B,34.7901,-85.1772,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-09-17,260,1000.0,Debris Burning,1997-09-17,260.0,1445.0,0.58,B,34.9272,-85.0954,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-03-11,70,1430.0,Debris Burning,1997-03-11,70.0,1510.0,0.53,B,34.8758,-85.0531,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-03-22,81,1000.0,Debris Burning,1997-03-22,81.0,1100.0,0.53,B,34.7901,-85.198,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-04-04,94,1410.0,Debris Burning,1997-04-04,94.0,1448.0,0.49,B,34.9615,-85.0957,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-03-22,81,1545.0,Debris Burning,1997-03-22,81.0,1635.0,0.42,B,34.9615,-85.1374,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-03-11,70,1730.0,Debris Burning,1997-03-11,70.0,1805.0,0.39,B,34.9615,-85.1791,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-11-20,324,1500.0,Debris Burning,1997-11-20,324.0,1557.0,0.39,B,34.7901,-85.1564,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-01-21,21,1345.0,Debris Burning,1997-01-21,21.0,1455.0,0.31,B,34.9615,-85.0123,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-03-24,83,1945.0,Debris Burning,1997-03-24,83.0,2050.0,0.29,B,34.8244,-85.1568,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-01-21,21,1505.0,Debris Burning,1997-01-21,21.0,1545.0,0.21,A,34.9444,-85.2415,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-01-20,20,1450.0,Debris Burning,1997-01-20,20.0,1515.0,0.2,A,34.8244,-85.1776,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-07-19,200,1400.0,Debris Burning,1997-07-19,200.0,1517.0,0.12,A,34.8244,-85.0735,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-04-10,100,1150.0,Debris Burning,1997-04-10,100.0,1223.0,0.11,A,34.8244,-85.0943,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-03-22,81,1215.0,Smoking,1997-03-22,81.0,1250.0,0.07,A,34.8929,-85.0742,14.0,MISSING/NOT SPECIFIED,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-07-03,184,1800.0,Debris Burning,1997-07-03,184.0,1907.0,0.06,A,34.8758,-85.1573,14.0,MISSING/NOT SPECIFIED,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-08-29,241,1315.0,Debris Burning,1997-08-29,241.0,1410.0,0.05,A,34.9615,-85.1374,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-03-13,72,915.0,Smoking,1997-03-13,72.0,954.0,0.05,A,34.893,-85.1367,14.0,MISSING/NOT SPECIFIED,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-03-23,82,1315.0,Debris Burning,1997-03-23,82.0,1340.0,0.04,A,34.8587,-85.1571,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-02-20,51,1430.0,Children,1997-02-20,51.0,1448.0,0.03,A,34.9101,-85.1369,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-03-21,80,2000.0,Campfire,1997-03-21,80.0,2047.0,0.02,A,34.9444,-85.1581,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-09-23,266,1900.0,Children,1997-09-23,266.0,2032.0,0.02,A,34.9615,-85.1583,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-09-16,259,545.0,Debris Burning,1997-09-16,259.0,640.0,0.02,A,34.8073,-85.1774,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-03-25,84,1530.0,Children,1997-03-25,84.0,1620.0,0.01,A,34.9273,-85.1996,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-11-29,333,1800.0,Children,1997-11-29,333.0,1820.0,0.01,A,34.9272,-85.0954,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-04-03,93,1240.0,Debris Burning,1997-04-03,93.0,1258.0,0.01,A,34.8758,-85.074,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-09-02,245,930.0,Debris Burning,1997-09-02,245.0,1012.0,0.01,A,34.8758,-85.2198,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-09-17,260,1830.0,Debris Burning,1997-09-17,260.0,2030.0,0.01,A,34.9101,-85.0952,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-10-01,274,1900.0,Debris Burning,1997-10-01,274.0,1950.0,0.01,A,34.8587,-85.2196,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-10-20,293,1950.0,Debris Burning,1997-10-20,293.0,2035.0,0.01,A,34.9786,-85.0959,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-10-23,296,2000.0,Debris Burning,1997-10-23,296.0,2036.0,0.01,A,34.9615,-85.1374,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-11-18,322,1330.0,Debris Burning,1997-11-18,322.0,1424.0,0.01,A,34.7901,-85.198,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-12-16,350,1000.0,Debris Burning,1997-12-16,350.0,1450.0,0.01,A,34.9615,-85.0331,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-07-25,206,830.0,Arson,1997-07-25,206.0,921.0,0.01,A,34.8758,-85.0948,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-09-04,247,1130.0,Equipment Use,1997-09-04,247.0,1148.0,0.01,A,34.8929,-85.0742,8.0,PRIVATE,Catoosa             ,47,Catoosa,Georgia,Catoosa,13
,,1997,1997-01-20,20,2230.0,Arson,1997-01-21,21.0,1715.0,66.68,C,34.2757,-84.6127,8.0,PRIVATE,Cherokee            ,57,Cherokee,Georgia,Cherokee,13
,,1997,1997-09-04,247,904.0,Arson,1997-09-05,248.0,1107.0,49.5,C,34.2414,-84.5712,8.0,PRIVATE,Cherokee            ,57,Cherokee,Georgia,Cherokee,13
,,1997,1997-03-24,83,1230.0,Equipment Use,1997-03-24,83.0,1506.0,12.64,C,34.2071,-84.6124,8.0,PRIVATE,Cherokee            ,57,Cherokee,Georgia,Cherokee,13
,,1997,1997-12-16,350,1630.0,Arson,1997-12-16,350.0,1830.0,12.54,C,34.2585,-84.3024,8.0,PRIVATE,Cherokee            ,57,Cherokee,Georgia,Cherokee,13
,,1997,1997-04-01,91,1600.0,Arson,1997-04-01,91.0,1945.0,12.48,C,34.2243,-84.6332,8.0,PRIVATE,Cherokee            ,57,Cherokee,Georgia,Cherokee,13
,,1997,1997-02-17,48,1200.0,Debris Burning,1997-02-17,48.0,1604.0,9.2,B,34.2071,-84.5918,8.0,PRIVATE,Cherokee            ,57,Cherokee,Georgia,Cherokee,13
,,1997,1997-04-18,108,1730.0,Railroad,1997-04-18,108.0,1906.0,7.71,B,34.2757,-84.4266,8.0,PRIVATE,Cherokee            ,57,Cherokee,Georgia,Cherokee,13
,,1997,1997-08-31,243,800.0,Arson,1997-08-31,243.0,1610.0,6.59,B,34.2414,-84.4678,8.0,PRIVATE,Cherokee            ,57,Cherokee,Georgia,Cherokee,13
,,1997,1997-04-04,94,1200.0,Debris Burning,1997-04-04,94.0,1334.0,5.76,B,34.3099,-84.3645,8.0,PRIVATE,Cherokee            ,57,Cherokee,Georgia,Cherokee,13
,,1997,1997-10-12,285,1600.0,Debris Burning,1997-10-12,285.0,1840.0,5.46,B,34.327,-84.2818,14.0,MISSING/NOT SPECIFIED,Cherokee            ,57,Cherokee,Georgia,Cherokee,13
,,1997,1997-02-12,43,1700.0,Children,1997-02-12,43.0,1847.0,5.09,B,34.0871,-84.488,8.0,PRIVATE,Cherokee            ,57,Cherokee,Georgia,Cherokee,13
,,1997,1997-03-11,70,1500.0,Equipment Use,1997-03-11,70.0,1650.0,5.08,B,34.3613,-84.3646,8.0,PRIVATE,Cherokee            ,57,Cherokee,Georgia,Cherokee,13
,,1997,1997-03-16,75,1630.0,Railroad,1997-03-16,75.0,1816.0,4.65,B,34.2414,-84.4678,8.0,PRIVATE,Cherokee            ,57,Cherokee,Georgia,Cherokee,13
,,1997,1997-03-18,77,1700.0,Debris Burning,1997-03-18,77.0,1900.0,4.64,B,34.1214,-84.4262,8.0,PRIVATE,Cherokee            ,57,Cherokee,Georgia,Cherokee,13
,,1997,1997-04-17,107,1700.0,Children,1997-04-17,107.0,1845.0,4.56,B,34.3614,-84.5717,8.0,PRIVATE,Cherokee            ,57,Cherokee,Georgia,Cherokee,13
,,1997,1997-05-02,122,1455.0,Equipment Use,1997-05-02,122.0,1635.0,4.5,B,34.2929,-84.6128,8.0,PRIVATE,Cherokee            ,57,Cherokee,Georgia,Cherokee,13
