FIRE_CODE,FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,COUNTY,COUNTY_CODE,FIPS_NAME,STATE_NAME,COUNTY_NAME,STATE_CODE
,HELLS # 3,1997,1997-10-31,304,1550.0,Arson,1997-10-31,304.0,1555.0,0.1,A,38.05,-119.925,5.0,USFS,109.0,109,Tuolumne,California,Tuolumne,6
,HARDIN,1997,1997-11-09,313,1343.0,Miscellaneous,1997-11-09,313.0,1548.0,0.5,B,37.80333333,-119.89,5.0,USFS,109.0,109,Tuolumne,California,Tuolumne,6
,BALD,1997,1997-10-21,294,855.0,Arson,1997-10-21,294.0,1930.0,2.0,B,37.83333333,-119.875,5.0,USFS,109.0,109,Tuolumne,California,Tuolumne,6
D5GJ,LIGHTNING 17,1997,1997-06-11,162,1600.0,Lightning,1997-06-11,162.0,2100.0,0.1,A,40.882189000000004,-120.93145,5.0,USFS,Lassen,35,Lassen,California,Lassen,6
D5GJ,RAABE,1997,1997-03-09,68,1222.0,Arson,1997-03-12,71.0,1240.0,0.2,A,41.552381,-120.53471100000002,8.0,PRIVATE,Modoc,49,Modoc,California,Modoc,6
D5GJ,LIGHTNING 15,1997,1997-06-10,161,1645.0,Lightning,1997-06-10,161.0,1706.0,0.1,A,41.493831,-120.68776100000001,8.0,PRIVATE,Modoc,49,Modoc,California,Modoc,6
D5GJ,LIGHTNING 16,1997,1997-06-10,161,1645.0,Lightning,1997-06-10,161.0,1706.0,0.1,A,41.493831,-120.68776100000001,8.0,PRIVATE,Modoc,49,Modoc,California,Modoc,6
D5GJ,SONS OF PIONEER,1997,1997-06-21,172,1019.0,Miscellaneous,1997-06-21,172.0,1100.0,1.0,B,41.552381,-120.53471100000002,8.0,PRIVATE,Modoc,49,Modoc,California,Modoc,6
D5GJ,CENTER,1997,1997-07-09,190,1420.0,Miscellaneous,1997-07-09,190.0,1500.0,1.0,B,41.4214,-120.64953899999999,8.0,PRIVATE,Modoc,49,Modoc,California,Modoc,6
D5GJ,LITTLE PONDEROSA,1997,1997-07-19,200,755.0,Miscellaneous,1997-07-19,200.0,820.0,0.3,B,41.248389,-121.2104,8.0,PRIVATE,Modoc,49,Modoc,California,Modoc,6
D5GJ,JOHNS,1997,1997-10-05,278,1214.0,Arson,1997-10-05,278.0,1245.0,1.0,B,41.204330999999996,-120.9422,8.0,PRIVATE,Modoc,49,Modoc,California,Modoc,6
3311,HOGBACK,1997,1997-07-16,197,815.0,Campfire,1997-07-16,197.0,1600.0,0.1,A,37.52166667,-106.52833333,5.0,USFS,105.0,105,Rio Grande,Colorado,Rio Grande,8
,CHIMNEY ROCK CABIN,1997,1997-04-12,102,2355.0,Arson,1997-04-13,103.0,100.0,0.1,A,37.17472222,-107.29361111,5.0,USFS,7.0,7,Archuleta,Colorado,Archuleta,8
,PARK CREEK,1997,1997-06-27,178,900.0,Lightning,1997-06-27,178.0,1130.0,0.1,A,37.57,-106.73166667,5.0,USFS,79.0,79,Mineral,Colorado,Mineral,8
3314,COUNTY LINE,1997,1997-09-10,253,1730.0,Lightning,1997-09-10,253.0,2030.0,0.1,A,37.73833333,-106.71166667,5.0,USFS,79.0,79,Mineral,Colorado,Mineral,8
,MARSHALL GULCH,1997,1997-07-08,189,1600.0,Lightning,1997-08-06,218.0,1500.0,35.0,C,38.06833333,-105.74166667,5.0,USFS,109.0,109,Saguache,Colorado,Saguache,8
,NIELAND CREEK,1997,1997-08-28,240,1600.0,Lightning,1997-08-28,240.0,1930.0,10.0,C,38.35,-105.98333333,5.0,USFS,109.0,109,Saguache,Colorado,Saguache,8
,LOST AND FOUND,1997,1997-06-26,177,1940.0,Lightning,1997-06-27,178.0,1530.0,0.1,A,38.485,-106.04833333,5.0,USFS,109.0,109,Saguache,Colorado,Saguache,8
3303,GROVEYARD GULCH,1997,1997-05-09,129,1500.0,Lightning,1997-05-09,129.0,1930.0,0.1,A,38.19,-106.08333333,5.0,USFS,109.0,109,Saguache,Colorado,Saguache,8
3304,ROCK SPRINGS,1997,1997-06-25,176,1700.0,Lightning,1997-06-25,176.0,2000.0,0.1,A,38.17666667,-106.04666667,5.0,USFS,109.0,109,Saguache,Colorado,Saguache,8
,FRANKENSTEIN,1997,1997-06-27,178,1600.0,Lightning,1997-06-28,179.0,1400.0,0.3,B,37.03833333,-106.49166667,5.0,USFS,21.0,21,Conejos,Colorado,Conejos,8
3308,RAILROAD #1,1997,1997-07-05,186,1055.0,Railroad,1997-07-05,186.0,1225.0,0.3,B,37.04333333,-106.06333333,6.0,OTHER FEDERAL,21.0,21,Conejos,Colorado,Conejos,8
3313,MAGOTE,1997,1997-08-25,237,2030.0,Lightning,1997-08-26,238.0,1530.0,0.1,A,37.075,-106.16833333,6.0,OTHER FEDERAL,21.0,21,Conejos,Colorado,Conejos,8
3310,ELK TRAIL,1997,1997-07-10,191,1445.0,Lightning,1997-07-11,192.0,1200.0,0.1,A,37.125,-106.38333333,5.0,USFS,21.0,21,Conejos,Colorado,Conejos,8
,WHISKEY,1997,1997-07-23,204,1700.0,Lightning,1997-07-24,205.0,1100.0,0.3,B,40.96666667,-106.93333333,5.0,USFS,107.0,107,Routt,Colorado,Routt,8
,FISH CREEK FALLS,1997,1997-08-02,214,1630.0,Campfire,1997-08-02,214.0,1700.0,0.1,A,40.46666667,-106.76666667,5.0,USFS,107.0,107,Routt,Colorado,Routt,8
,SAND POINT,1997,1997-07-22,203,1142.0,Lightning,1997-07-22,203.0,1800.0,0.1,A,40.17166667,-107.10666667,5.0,USFS,103.0,103,Rio Blanco,Colorado,Rio Blanco,8
,TRAVER CREEK,1997,1997-10-09,282,1300.0,Campfire,1997-10-09,282.0,1400.0,0.1,A,38.42,-108.255,5.0,USFS,85.0,85,Montrose,Colorado,Montrose,8
,TRAVER MESA,1997,1997-10-09,282,1400.0,Campfire,1997-10-09,282.0,1430.0,0.1,A,38.425,-108.27666667,5.0,USFS,85.0,85,Montrose,Colorado,Montrose,8
,GEORGE,1997,1997-10-22,295,800.0,Campfire,1997-10-22,295.0,1130.0,0.1,A,38.59166667,-107.23666667,5.0,USFS,51.0,51,Gunnison,Colorado,Gunnison,8
,,1997,1997-02-15,46,1405.0,Debris Burning,,,,0.5,B,41.8792599,-73.4767897,14.0,MISSING/NOT SPECIFIED,Litchfield,5,Litchfield,Connecticut,Litchfield,9
,,1997,1997-02-17,48,1101.0,Debris Burning,,,,0.5,B,41.9895388,-73.09566459999998,14.0,MISSING/NOT SPECIFIED,Litchfield,5,Litchfield,Connecticut,Litchfield,9
,,1997,1997-03-18,77,1100.0,Missing/Undefined,,,,0.2,A,41.7712085,-73.05983,14.0,MISSING/NOT SPECIFIED,Litchfield,5,Litchfield,Connecticut,Litchfield,9
,,1997,1997-03-19,78,1239.0,Debris Burning,,,,5.5,B,41.983426,-73.4212318,14.0,MISSING/NOT SPECIFIED,Litchfield,5,Litchfield,Connecticut,Litchfield,9
,,1997,1997-03-28,87,1247.0,Debris Burning,,,,0.2,A,41.544540399999995,-73.2090025,14.0,MISSING/NOT SPECIFIED,Litchfield,5,Litchfield,Connecticut,Litchfield,9
,,1997,1997-04-10,100,1430.0,Children,,,,1.0,B,41.5770391,-73.40845420000002,14.0,MISSING/NOT SPECIFIED,Litchfield,5,Litchfield,Connecticut,Litchfield,9
,,1997,1997-04-14,104,1301.0,Debris Burning,,,,0.2,A,41.6739862,-73.073164,14.0,MISSING/NOT SPECIFIED,Litchfield,5,Litchfield,Connecticut,Litchfield,9
,,1997,1997-04-15,105,1120.0,Debris Burning,,,,0.5,B,41.747319,-73.1887243,14.0,MISSING/NOT SPECIFIED,Litchfield,5,Litchfield,Connecticut,Litchfield,9
,,1997,1997-04-15,105,1010.0,Equipment Use,,,,0.3,B,41.6062078,-73.1181658,14.0,MISSING/NOT SPECIFIED,Litchfield,5,Litchfield,Connecticut,Litchfield,9
,,1997,1997-04-16,106,1335.0,Smoking,,,,0.2,A,41.9292629,-72.9139904,14.0,MISSING/NOT SPECIFIED,Litchfield,5,Litchfield,Connecticut,Litchfield,9
,,1997,1997-04-21,111,1359.0,Debris Burning,,,,0.1,A,41.544540399999995,-73.2090025,14.0,MISSING/NOT SPECIFIED,Litchfield,5,Litchfield,Connecticut,Litchfield,9
,,1997,1997-04-22,112,1212.0,Debris Burning,,,,0.1,A,41.983426,-73.4212318,14.0,MISSING/NOT SPECIFIED,Litchfield,5,Litchfield,Connecticut,Litchfield,9
,,1997,1997-04-27,117,1215.0,Debris Burning,,,,1.0,B,41.9292629,-72.9139904,14.0,MISSING/NOT SPECIFIED,Litchfield,5,Litchfield,Connecticut,Litchfield,9
,,1997,1997-04-27,117,1230.0,Debris Burning,,,,0.1,A,41.8792599,-73.4767897,14.0,MISSING/NOT SPECIFIED,Litchfield,5,Litchfield,Connecticut,Litchfield,9
,,1997,1997-04-30,120,1049.0,Debris Burning,,,,1.5,B,41.5564843,-73.3087285,14.0,MISSING/NOT SPECIFIED,Litchfield,5,Litchfield,Connecticut,Litchfield,9
,,1997,1997-05-16,136,1559.0,Debris Burning,,,,2.0,B,41.6842633,-73.1962245,14.0,MISSING/NOT SPECIFIED,Litchfield,5,Litchfield,Connecticut,Litchfield,9
,,1997,1997-05-17,137,1145.0,Debris Burning,,,,0.1,A,41.8792599,-73.4767897,14.0,MISSING/NOT SPECIFIED,Litchfield,5,Litchfield,Connecticut,Litchfield,9
,,1997,1997-07-01,182,1707.0,Miscellaneous,,,,0.5,B,41.5770391,-73.40845420000002,14.0,MISSING/NOT SPECIFIED,Litchfield,5,Litchfield,Connecticut,Litchfield,9
,,1997,1997-01-17,17,1920.0,Arson,,,,0.1,A,41.485929999999996,-73.0506632,14.0,MISSING/NOT SPECIFIED,New Haven,9,New Haven,Connecticut,New Haven,9
,,1997,1997-01-22,22,1814.0,Debris Burning,,,,0.1,A,41.485929999999996,-73.0506632,14.0,MISSING/NOT SPECIFIED,New Haven,9,New Haven,Connecticut,New Haven,9
,,1997,1997-02-09,40,1629.0,Arson,,,,0.1,A,41.485929999999996,-73.0506632,14.0,MISSING/NOT SPECIFIED,New Haven,9,New Haven,Connecticut,New Haven,9
,,1997,1997-02-18,49,1801.0,Arson,,,,0.3,B,41.55815250000001,-73.0514966,14.0,MISSING/NOT SPECIFIED,New Haven,9,New Haven,Connecticut,New Haven,9
,,1997,1997-02-21,52,2319.0,Arson,,,,0.1,A,41.485929999999996,-73.0506632,14.0,MISSING/NOT SPECIFIED,New Haven,9,New Haven,Connecticut,New Haven,9
,,1997,1997-02-24,55,1142.0,Missing/Undefined,,,,0.1,A,41.485929999999996,-73.0506632,14.0,MISSING/NOT SPECIFIED,New Haven,9,New Haven,Connecticut,New Haven,9
,,1997,1997-04-06,96,1506.0,Children,,,,0.1,A,41.485929999999996,-73.0506632,14.0,MISSING/NOT SPECIFIED,New Haven,9,New Haven,Connecticut,New Haven,9
,,1997,1997-04-07,97,1648.0,Children,,,,0.1,A,41.6023196,-72.9867718,14.0,MISSING/NOT SPECIFIED,New Haven,9,New Haven,Connecticut,New Haven,9
