,STATE_CODE,COUNTY_CODE,AVG_FIRE_SIZE,MOST_COMMON_CAUSE,counts
0,1,1,8.1875,Equipment Use,7
1,1,3,15.899418604651158,Arson,40
2,1,5,17.058823529411764,Debris Burning,9
3,1,7,7.4,Arson,12
4,1,9,17.083333333333332,Debris Burning,10
5,1,11,38.5,Arson,2
6,1,13,10.808965517241381,Debris Burning,11
7,1,15,16.055555555555557,Miscellaneous,6
8,1,17,12.416666666666666,Arson,7
9,1,19,26.739189189189187,Arson,16
10,1,21,6.53945945945946,Arson,21
11,1,23,11.739,Debris Burning,11
12,1,25,6.171794871794871,Equipment Use,14
13,1,27,27.781999999999996,Arson,19
14,1,29,29.1109375,Arson,24
15,1,31,14.399999999999999,Equipment Use,4
16,1,33,4.523214285714285,Arson,11
17,1,35,11.451428571428574,Debris Burning,20
18,1,37,25.623529411764707,Debris Burning,9
19,1,39,15.333076923076922,Debris Burning,8
20,1,41,11.211111111111112,Arson,4
21,1,43,5.468181818181819,Debris Burning,5
22,1,45,15.64,Debris Burning,3
23,1,47,4.922222222222222,Debris Burning,6
24,1,49,51.607142857142854,Arson,6
25,1,51,7.140000000000001,Debris Burning,4
26,1,53,15.21,Debris Burning,24
27,1,55,7.642857142857143,Debris Burning,9
28,1,57,16.34375,Arson,4
29,1,59,6.479166666666667,Arson,6
30,1,61,24.5125,Debris Burning,6
31,1,63,8.704166666666667,Debris Burning,6
32,1,65,4.5,Debris Burning,8
33,1,67,51.666666666666664,Debris Burning,3
34,1,69,12.620000000000001,Equipment Use,2
35,1,71,26.05,Debris Burning,8
36,1,73,6.177692307692308,Miscellaneous,13
37,1,75,9.709999999999999,Debris Burning,2
38,1,77,16.772000000000002,Debris Burning,13
39,1,79,5.3307692307692305,Arson,6
40,1,81,20.037499999999998,Debris Burning,7
41,1,83,9.25,Debris Burning,3
42,1,85,7.372222222222222,Debris Burning,4
43,1,87,10.273913043478261,Debris Burning,10
44,1,89,1.2733333333333332,Debris Burning,5
45,1,91,10.34,Debris Burning,4
46,1,93,10.125,Arson,12
47,1,95,15.375,Debris Burning,4
48,1,97,40.31,Arson,59
49,1,99,4.041025641025639,Debris Burning,21
50,1,101,12.0,Debris Burning,2
51,1,103,7.785714285714286,Miscellaneous,4
52,1,105,25.643333333333327,Miscellaneous,11
53,1,107,11.7,Debris Burning,8
54,1,109,5.216666666666667,Debris Burning,6
55,1,111,7.85,Debris Burning,7
56,1,113,18.5,Arson,6
57,1,115,18.7625,Debris Burning,7
58,1,117,8.370588235294116,Arson,7
59,1,119,14.857142857142858,Miscellaneous,5
60,1,121,18.05566037735849,Debris Burning,23
61,1,123,11.108,Debris Burning,7
62,1,125,18.357142857142858,Debris Burning,4
63,1,127,24.2972972972973,Arson,17
64,1,129,46.23265306122449,Arson,23
65,1,131,29.46875,Debris Burning,6
66,1,133,8.26842105263158,Arson,10
67,2,110,0.4884615384615383,Campfire,10
68,2,122,1.2444444444444445,Debris Burning,3
69,2,201,0.31428571428571433,Campfire,3
70,2,220,0.1,Miscellaneous,1
71,2,261,0.2,Miscellaneous,1
72,2,280,0.3028571428571429,Campfire,4
73,4,1,94.40916666666666,Lightning,33
74,4,3,334.8395833333329,Lightning,28
75,4,5,140.33540880503156,Lightning,265
76,4,7,47.78450704225364,Lightning,100
77,4,9,20.762500000000014,Lightning,17
78,4,11,245.4351851851852,Lightning,25
79,4,12,20.066666666666666,Miscellaneous,2
80,4,13,4.946865671641792,Miscellaneous,24
81,4,15,6.136781609195402,Lightning,53
82,4,17,214.63767857142858,Lightning,36
83,4,19,1224.6779166666668,Lightning,12
84,4,21,5.72,Lightning,6
85,4,23,543.9363636363637,Campfire,12
86,4,25,17.536764705882312,Lightning,49
87,4,27,26.47083333333335,Campfire,14
88,5,1,2.8,Equipment Use,1
89,5,3,4.8,Debris Burning,7
90,5,5,58.50833333333333,Arson,8
91,5,7,10.5,Debris Burning,11
92,5,9,8.142857142857142,Debris Burning,4
93,5,11,10.642857142857142,Debris Burning,7
94,5,13,8.904761904761905,Debris Burning,8
95,5,15,14.583333333333334,Arson,15
96,5,17,3.0,Debris Burning,1
97,5,19,7.6,Debris Burning,7
98,5,23,8.928571428571429,Debris Burning,8
99,5,25,2.5,Debris Burning,4
100,5,27,17.782608695652176,Debris Burning,12
101,5,29,17.454545454545453,Arson,8
102,5,31,25.25,Debris Burning,3
103,5,33,18.5,Debris Burning,16
104,5,37,102.5,Arson,1
105,5,39,6.0,Arson,3
106,5,43,16.666666666666668,Arson,6
107,5,45,11.8125,Debris Burning,8
108,5,47,20.307692307692307,Arson,6
109,5,49,24.953488372093023,Debris Burning,33
110,5,51,12.680555555555555,Debris Burning,13
111,5,53,6.12,Debris Burning,18
112,5,57,11.555555555555555,Debris Burning,7
113,5,59,8.6,Debris Burning,16
114,5,61,12.0,Arson,2
115,5,63,28.151515151515152,Arson,19
116,5,65,28.235294117647058,Arson,35
117,5,67,50.5,Arson,4
118,5,69,9.916666666666666,Debris Burning,6
119,5,71,14.8,Arson,4
120,5,73,19.428571428571427,Arson,2
121,5,75,49.166666666666664,Arson,3
122,5,77,3.25,Debris Burning,1
123,5,79,14.0,Arson,4
124,5,81,4.0,Miscellaneous,1
125,5,83,3.8653846153846154,Debris Burning,7
126,5,87,17.2,Debris Burning,3
127,5,89,5.685714285714285,Arson,7
128,5,91,4.892857142857143,Arson,31
129,5,99,35.0,Debris Burning,9
130,5,101,53.71666666666667,Arson,7
131,5,103,3.5365853658536586,Arson,18
132,5,105,12.38888888888889,Debris Burning,4
133,5,107,0.1,Arson,1
134,5,109,4.0,Debris Burning,5
135,5,111,25.0,Debris Burning,1
136,5,113,7.066666666666666,Debris Burning,4
137,5,115,10.51875,Arson,9
138,5,117,1.3333333333333333,Debris Burning,2
139,5,119,6.857142857142857,Equipment Use,2
140,5,121,35.35294117647059,Debris Burning,13
141,5,123,10.714285714285714,Arson,6
142,5,125,14.324324324324325,Arson,15
143,5,127,15.75,Arson,6
144,5,129,39.18780487804878,Arson,30
145,5,131,7.538461538461538,Debris Burning,5
146,5,133,2.6,Debris Burning,2
147,5,135,18.74074074074074,Debris Burning,16
148,5,137,21.733333333333334,Debris Burning,8
149,5,139,8.45945945945946,Debris Burning,14
150,5,141,17.285714285714285,Debris Burning,10
151,5,143,24.818181818181817,Debris Burning,6
152,5,145,16.3,Debris Burning,21
153,5,149,11.333333333333334,Debris Burning,8
154,6,3,0.5616666666666664,Lightning,14
155,6,5,0.085,Campfire,2
156,6,7,0.77,Miscellaneous,4
157,6,9,1.2283333333333333,Lightning,4
158,6,11,144.85,Campfire,1
159,6,15,0.4966666666666666,Miscellaneous,4
160,6,17,1.215714285714286,Campfire,51
161,6,19,0.43879999999999986,Lightning,10
162,6,21,0.1,Miscellaneous,1
163,6,23,168.78576923076923,Lightning,23
164,6,25,67.1,Equipment Use,3
165,6,27,154.9108695652174,Lightning,7
166,6,29,27.65036363636364,Miscellaneous,27
167,6,33,263.56666666666666,Campfire,2
168,6,35,31.612678571428564,Lightning,91
169,6,37,828.2313131313134,Equipment Use,70
170,6,39,0.9068421052631578,Campfire,11
171,6,43,15.374545454545455,Missing/Undefined,4
172,6,45,0.09,Lightning,1
173,6,49,2.943150684931506,Lightning,61
174,6,51,1.7902777777777752,Lightning,53
175,6,53,65.9657142857143,Miscellaneous,7
176,6,55,20.0,Lightning,1
177,6,57,0.19935483870967743,Campfire,11
178,6,59,12.400416666666667,Campfire,8
