,STATE_CODE,COUNTY_CODE,AVG_FIRE_SIZE,MOST_COMMON_CAUSE,counts
0,1,1,8.624193548387098,Debris Burning,29
1,1,3,32.95477386934675,Arson,118
2,1,5,33.69583333333333,Debris Burning,11
3,1,7,25.57547169811321,Arson,31
4,1,9,13.953260869565218,Debris Burning,29
5,1,11,35.928000000000004,Arson,11
6,1,13,8.536363636363635,Debris Burning,22
7,1,15,28.270238095238092,Arson,21
8,1,17,14.681818181818182,Arson,13
9,1,19,36.23465346534653,Arson,69
10,1,21,10.291044776119403,Debris Burning,39
11,1,23,32.50925925925926,Arson,15
12,1,25,16.421000000000003,Debris Burning,22
13,1,27,29.384375000000002,Arson,19
14,1,29,38.47254098360656,Arson,96
15,1,31,8.927272727272728,Debris Burning,10
16,1,33,6.3060975609756085,Arson,32
17,1,35,17.522222222222222,Debris Burning,50
18,1,37,32.88108108108108,Debris Burning,16
19,1,39,20.933684210526312,Debris Burning,20
20,1,41,22.847619047619048,Debris Burning,14
21,1,43,5.438157894736842,Debris Burning,25
22,1,45,18.576923076923077,Debris Burning,9
23,1,47,17.343478260869567,Debris Burning,37
24,1,49,28.01851851851852,Arson,41
25,1,51,15.41875,Debris Burning,6
26,1,53,12.993564356435636,Arson,78
27,1,55,12.41304347826087,Arson,24
28,1,57,12.984722222222222,Arson,27
29,1,59,22.637931034482758,Arson,20
30,1,61,11.35,Debris Burning,9
31,1,63,8.773076923076925,Arson,33
32,1,65,9.239583333333334,Debris Burning,20
33,1,67,9.161538461538463,Debris Burning,6
34,1,69,10.079166666666667,Debris Burning,6
35,1,71,34.68181818181818,Arson,19
36,1,73,8.103703703703705,Arson,73
37,1,75,9.130612244897959,Debris Burning,17
38,1,77,7.405612244897959,Arson,58
39,1,79,14.50897435897436,Arson,24
40,1,81,15.818181818181818,Debris Burning,6
41,1,83,3.9214285714285717,Debris Burning,25
42,1,85,17.589166666666667,Debris Burning,33
43,1,87,22.130487804878047,Arson,49
44,1,89,10.072,Debris Burning,19
45,1,91,24.636607142857144,Miscellaneous,25
46,1,93,9.598026315789475,Arson,48
47,1,95,21.403225806451612,Arson,21
48,1,97,26.392760942760955,Arson,196
49,1,99,15.706944444444446,Debris Burning,26
50,1,101,24.5,Debris Burning,2
51,1,103,10.055555555555555,Debris Burning,10
52,1,105,12.405263157894739,Debris Burning,29
53,1,107,15.752380952380953,Debris Burning,20
54,1,109,23.636363636363637,Miscellaneous,3
55,1,111,5.742592592592592,Debris Burning,15
56,1,113,18.035714285714285,Debris Burning,20
57,1,117,10.735294117647058,Arson,31
58,1,119,13.462903225806453,Miscellaneous,15
59,1,121,14.929999999999998,Debris Burning,50
60,1,123,10.52909090909091,Arson,24
61,1,125,24.717647058823527,Arson,23
62,1,127,13.541869918699186,Arson,87
63,1,129,34.31655629139073,Arson,73
64,1,131,14.391111111111117,Debris Burning,17
65,1,133,17.30762711864407,Arson,33
66,2,122,0.1,Campfire,3
67,2,130,1.55,Campfire,2
68,2,201,0.10000000000000002,Debris Burning,3
69,2,220,0.1,Miscellaneous,2
70,2,280,0.9,Miscellaneous,1
71,4,1,0.8917808219178085,Lightning,60
72,4,3,145.3953333333334,Campfire,20
73,4,5,106.0350672645737,Lightning,550
74,4,7,33.06874999999995,Lightning,187
75,4,9,7.662962962962962,Lightning,15
76,4,11,51.13617021276594,Lightning,45
77,4,12,20.161111111111115,Miscellaneous,12
78,4,13,81.22696078431372,Miscellaneous,42
79,4,15,122.36698113207518,Lightning,274
80,4,17,126.6794117647059,Lightning,40
81,4,19,61.47999999999999,Miscellaneous,7
82,4,21,14.318749999999998,Lightning,10
83,4,23,188.0925,Campfire,10
84,4,25,68.483071895425,Lightning,87
85,4,27,15.264705882352944,Miscellaneous,26
86,5,1,9.25,Arson,3
87,5,3,77.0,Debris Burning,21
88,5,5,36.77272727272727,Arson,6
89,5,7,24.31642857142857,Arson,10
90,5,9,18.105263157894736,Arson,25
91,5,11,10.228571428571428,Debris Burning,12
92,5,13,9.904761904761905,Arson,12
93,5,15,17.772727272727273,Arson,14
94,5,17,64.125,Arson,4
95,5,19,17.649122807017545,Debris Burning,16
96,5,23,19.725,Arson,16
97,5,25,10.09375,Debris Burning,19
98,5,27,6.294117647058823,Miscellaneous,25
99,5,29,9.466666666666667,Arson,19
100,5,31,23.428571428571427,Debris Burning,4
101,5,33,25.720338983050848,Debris Burning,22
102,5,35,14.0,Debris Burning,1
103,5,37,4.5,Arson,1
104,5,39,17.310344827586206,Arson,11
105,5,41,7.0,Arson,3
106,5,43,5.7727272727272725,Arson,20
107,5,45,13.153846153846153,Debris Burning,10
108,5,47,11.314285714285715,Arson,11
109,5,49,11.523809523809524,Debris Burning,20
110,5,51,14.386567164179104,Debris Burning,22
111,5,53,10.224719101123595,Debris Burning,31
112,5,55,10.0,Arson,1
113,5,57,14.58,Arson,22
114,5,59,5.2823529411764705,Debris Burning,51
115,5,61,11.476190476190476,Arson,7
116,5,63,18.90909090909091,Arson,32
117,5,65,46.675,Debris Burning,19
118,5,67,55.6,Arson,6
119,5,69,10.555555555555555,Debris Burning,25
120,5,71,6.084444444444443,Arson,16
121,5,73,41.24242424242424,Miscellaneous,16
122,5,75,18.125,Arson,10
123,5,77,14.025,Miscellaneous,2
124,5,79,6.411764705882353,Debris Burning,9
