,STATE_CODE,COUNTY_CODE,AVG_FIRE_SIZE,MOST_COMMON_CAUSE,counts
0,1,1,6.523728813559321,Campfire,22
1,1,3,17.598916967509034,Debris Burning,239
2,1,5,12.376470588235295,Campfire,24
3,1,7,6.477777777777777,Debris Burning,30
4,1,9,7.39,Campfire,18
5,1,11,7.324074074074075,Debris Burning,27
6,1,13,8.544117647058824,Campfire,13
7,1,15,9.0825,Debris Burning,36
8,1,17,3.917241379310345,Debris Burning,17
9,1,19,21.575000000000003,Debris Burning,15
10,1,21,3.872164948453609,Debris Burning,42
11,1,23,2.9531249999999996,Campfire,18
12,1,25,12.865853658536588,Campfire,18
13,1,27,6.689583333333332,Debris Burning,32
14,1,29,9.214666666666666,Debris Burning,67
15,1,31,3.9818181818181815,Campfire,6
16,1,33,7.582758620689654,Debris Burning,17
17,1,35,7.057971014492754,Debris Burning,41
18,1,37,18.243750000000002,Debris Burning,21
19,1,39,5.903225806451612,Campfire,27
20,1,41,3.1847826086956514,Campfire,24
21,1,43,6.26875,Campfire,10
22,1,45,1.5,Miscellaneous,4
23,1,47,8.665217391304347,Campfire,13
24,1,49,16.009090909090908,Debris Burning,18
25,1,51,5.737974683544305,Campfire,32
26,1,53,4.550574712643681,Debris Burning,46
27,1,55,6.428571428571429,Debris Burning,12
28,1,57,6.568965517241379,Campfire,12
29,1,59,9.08,Debris Burning,4
30,1,61,4.8136363636363635,Debris Burning,11
31,1,63,2.3636363636363638,Campfire,6
32,1,65,0.55,Debris Burning,2
33,1,67,1.8066666666666669,Campfire,9
34,1,69,8.916666666666666,Campfire,7
35,1,71,60.857894736842105,Debris Burning,18
36,1,73,14.195977011494255,Debris Burning,135
37,1,75,4.396551724137931,Debris Burning,20
38,1,77,6.65,Campfire,2
39,1,79,14.477142857142857,Debris Burning,26
40,1,81,4.116,Campfire,14
41,1,83,6.813043478260869,Campfire,16
42,1,85,2.4074074074074074,Campfire,14
43,1,87,11.2989010989011,Debris Burning,42
44,1,89,3.0125,Campfire,7
45,1,91,3.2428571428571416,Campfire,21
46,1,93,5.321739130434783,Debris Burning,11
47,1,95,4.545454545454546,Campfire,7
48,1,97,10.57508771929824,Debris Burning,224
