,STATE_CODE,COUNTY_CODE,AVG_FIRE_SIZE,MOST_COMMON_CAUSE,counts
0,4,1,3.8899999999999997,Arson,3
1,4,3,30.685420560747655,Lightning,24
2,4,5,60.052083333333314,Miscellaneous,6
3,4,7,48.62222222222223,Miscellaneous,3
4,4,9,114.64285714285714,Lightning,8
5,4,12,10.922916666666671,Miscellaneous,8
6,4,13,97.96917721518993,Smoking,40
7,4,15,70.16723684210528,Missing/Undefined,18
8,4,17,3.2,Miscellaneous,2
9,4,19,73.94500000000001,Miscellaneous,19
10,4,21,187.75706140350871,Missing/Undefined,55
11,4,23,7.67,Lightning,6
12,4,25,9.972388059701496,Smoking,14
13,4,27,4.908333333333334,Missing/Undefined,4
14,8,7,0.24000000000000005,Lightning,8
15,8,33,0.1,Lightning,2
16,8,53,1.3,Railroad,1
17,8,67,0.5117647058823528,Lightning,10
18,8,83,0.914285714285714,Lightning,6
19,9,1,1.7583333333333335,Arson,4
20,9,3,7.5,Campfire,2
21,9,5,13.770833333333334,Campfire,6
22,9,7,1.55,Campfire,2
23,9,9,2.4229166666666666,Arson,21
24,9,11,3.41875,Children,4
25,9,13,2.033333333333333,Miscellaneous,2
26,9,15,2.1888888888888887,Miscellaneous,3
27,12,1,4.565094339622641,Railroad,51
28,12,3,17.82058823529412,Equipment Use,12
29,12,5,5.364285714285714,Lightning,15
30,12,7,3.4702702702702704,Equipment Use,18
31,12,9,33.598113207547165,Railroad,33
32,12,11,168.25999999999996,Railroad,5
33,12,13,8.738888888888887,Equipment Use,13
34,12,15,19.09387755102041,Lightning,36
35,12,17,12.766666666666666,Lightning,31
36,12,19,9.348750000000006,Equipment Use,24
37,12,21,29.70931677018633,Railroad,73
38,12,23,11.60909090909091,Railroad,17
39,12,27,9.676923076923076,Railroad,6
40,12,29,7.112820512820518,Equipment Use,41
41,12,31,9.236458333333335,Equipment Use,51
42,12,33,3.9382978723404247,Equipment Use,20
43,12,35,11.165094339622645,Lightning,73
44,12,37,51.799999999999976,Equipment Use,17
45,12,39,12.175862068965518,Railroad,14
46,12,41,17.048275862068966,Railroad,10
47,12,43,20.792857142857144,Lightning,18
48,12,45,76.4,Lightning,11
49,12,47,12.81851851851852,Railroad,11
50,12,49,3.2437500000000004,Railroad,11
51,12,51,6.936585365853658,Lightning,16
52,12,53,6.943939393939393,Railroad,20
53,12,55,23.034615384615375,Railroad,28
54,12,57,12.703333333333337,Railroad,22
55,12,59,4.704347826086956,Railroad,17
56,12,61,17.58048780487805,Lightning,17
57,12,63,5.412962962962963,Railroad,15
58,12,65,3.638235294117647,Railroad,14
59,12,67,5.5148148148148115,Lightning,12
60,12,69,20.041441441441446,Railroad,46
61,12,71,8.947999999999997,Railroad,88
62,12,73,6.638461538461538,Equipment Use,8
63,12,75,5.847000000000001,Lightning,47
64,12,77,8.255555555555555,Lightning,4
65,12,79,4.060416666666665,Railroad,19
66,12,81,16.687096774193556,Lightning,10
67,12,83,6.651351351351352,Railroad,60
68,12,85,6.373684210526315,Children,6
69,12,86,149.8703296703297,Railroad,81
70,12,87,0.325,Railroad,3
71,12,89,8.276785714285714,Lightning,22
72,12,91,3.3871794871794854,Railroad,13
73,12,93,6.035714285714286,Railroad,12
74,12,95,10.175714285714287,Railroad,33
75,12,97,16.567500000000003,Lightning,14
76,12,99,24.690909090909077,Railroad,35
77,12,101,16.42,Equipment Use,12
78,12,103,11.226666666666667,Lightning,7
79,12,105,24.936597938144338,Railroad,79
80,12,107,19.72372881355932,Lightning,40
81,12,109,9.107216494845362,Lightning,46
