,STATE_CODE,COUNTY_CODE,AVG_FIRE_SIZE,MOST_COMMON_CAUSE,counts
0,1,1,5.1322580645161295,Debris Burning,51
1,1,3,18.174603174603163,Arson,62
2,1,5,17.675,Arson,8
3,1,7,24.53714285714286,Arson,18
4,1,9,5.060714285714286,Debris Burning,37
5,1,11,5.052941176470588,Arson,12
6,1,13,8.493999999999998,Debris Burning,20
7,1,15,20.18428571428571,Arson,30
8,1,17,8.506944444444445,Debris Burning,15
9,1,19,57.558947368421066,Arson,52
10,1,21,9.185294117647059,Debris Burning,30
11,1,23,4.747,Debris Burning,25
12,1,25,5.587499999999999,Debris Burning,12
13,1,27,28.152112676056337,Arson,29
14,1,29,19.060103092783507,Arson,56
15,1,31,8.117647058823529,Debris Burning,8
16,1,33,16.708039215686277,Debris Burning,28
17,1,35,18.333870967741937,Debris Burning,27
18,1,37,25.742391304347827,Debris Burning,14
19,1,39,5.221698113207547,Debris Burning,22
20,1,41,6.877272727272728,Debris Burning,14
21,1,43,9.625000000000002,Debris Burning,29
22,1,45,4.535714285714286,Debris Burning,8
23,1,47,9.673134328358211,Debris Burning,34
24,1,49,17.51734693877551,Arson,39
25,1,51,18.267500000000002,Debris Burning,16
26,1,53,7.17113402061856,Debris Burning,45
27,1,55,24.310294117647057,Arson,36
28,1,57,5.523333333333333,Arson,19
29,1,59,14.157258064516132,Arson,43
30,1,61,6.5,Debris Burning,7
31,1,63,11.23030303030303,Arson,16
32,1,65,3.748148148148149,Debris Burning,14
33,1,67,2.94,Debris Burning,7
34,1,69,8.286,Debris Burning,9
35,1,71,56.89423076923077,Arson,32
36,1,73,8.653773584905661,Arson,74
37,1,75,4.675555555555556,Debris Burning,20
38,1,77,5.738152173913045,Arson,48
39,1,79,22.204310344827583,Arson,39
40,1,81,6.510416666666667,Debris Burning,13
41,1,83,4.990322580645161,Debris Burning,15
42,1,85,8.027272727272727,Debris Burning,24
43,1,87,14.594029850746269,Arson,32
44,1,89,5.316666666666667,Debris Burning,10
45,1,91,12.21313725490196,Debris Burning,21
46,1,93,7.4333333333333345,Arson,31
47,1,95,19.581481481481482,Arson,14
48,1,97,25.363157894736847,Arson,146
49,1,99,5.338461538461537,Debris Burning,19
50,1,101,14.557894736842107,Debris Burning,9
51,1,103,9.399999999999999,Debris Burning,15
52,1,105,17.859374999999993,Debris Burning,30
53,1,107,8.958333333333334,Debris Burning,13
54,1,109,14.619444444444444,Debris Burning,7
55,1,111,6.75294117647059,Debris Burning,28
56,1,113,12.488333333333337,Debris Burning,27
57,1,115,17.49390243902439,Arson,35
58,1,117,8.351388888888891,Debris Burning,24
59,1,119,49.28157894736842,Miscellaneous,7
60,1,121,8.31030864197531,Debris Burning,76
61,1,123,9.847457627118644,Arson,20
62,1,125,11.234951456310679,Arson,45
63,1,127,10.952447552447552,Arson,106
64,1,129,19.102439024390243,Arson,37
65,1,131,7.982692307692312,Debris Burning,21
66,1,133,7.11831325301205,Arson,59
67,2,20,0.3,Debris Burning,1
68,2,110,0.4000000000000001,Debris Burning,1
69,2,122,0.18000000000000002,Campfire,8
70,2,201,0.1,Debris Burning,1
71,2,220,0.1,Debris Burning,1
72,2,280,0.13333333333333333,Campfire,2
73,4,1,21.182619047618985,Lightning,65
74,4,3,11.918888888888894,Lightning,21
75,4,5,27.544964028777176,Lightning,406
76,4,7,29.286744186046676,Lightning,128
77,4,9,30.917857142857148,Lightning,5
78,4,11,470.56511627906974,Lightning,36
79,4,12,0.1,Miscellaneous,2
80,4,13,1.7916666666666667,Miscellaneous,20
81,4,15,252.27119999999908,Lightning,80
82,4,17,133.29193548387101,Lightning,33
83,4,19,356.9184210526316,Lightning,10
84,4,21,1.2333333333333334,Miscellaneous,3
85,4,23,170.20714285714283,Lightning,7
86,4,25,13.952580645161262,Lightning,50
87,4,27,65.78888888888889,Miscellaneous,8
88,5,3,13.068181818181818,Arson,18
89,5,5,28.5425,Arson,15
90,5,7,33.13333333333333,Arson,8
91,5,9,12.5,Debris Burning,3
92,5,11,5.739130434782608,Equipment Use,8
93,5,13,8.173913043478262,Arson,8
94,5,15,40.04347826086956,Arson,16
95,5,17,31.0,Debris Burning,1
96,5,19,9.285714285714286,Equipment Use,7
97,5,23,13.9375,Arson,8
98,5,25,9.5,Debris Burning,8
99,5,27,33.54545454545455,Debris Burning,4
100,5,29,13.814583333333333,Arson,15
101,5,31,12.0,Equipment Use,1
102,5,33,13.242424242424242,Debris Burning,17
103,5,37,1.0,Debris Burning,1
104,5,39,10.9,Debris Burning,3
105,5,41,3.0,Campfire,1
106,5,43,7.5,Arson,10
107,5,45,7.1,Debris Burning,4
108,5,47,40.64545454545455,Miscellaneous,4
109,5,49,20.551724137931036,Debris Burning,17
110,5,51,3.4373333333333336,Debris Burning,13
111,5,53,3.6222222222222222,Debris Burning,26
112,5,55,6.0,Debris Burning,1
113,5,57,16.8,Debris Burning,2
114,5,59,11.228571428571428,Debris Burning,17
115,5,61,3.0,Miscellaneous,4
116,5,63,18.423076923076923,Arson,12
117,5,65,24.210526315789473,Arson,19
118,5,67,10.0,Debris Burning,1
119,5,69,12.105263157894736,Debris Burning,10
120,5,71,12.1505,Arson,8
121,5,73,26.25,Miscellaneous,9
122,5,75,11.0,Debris Burning,8
123,5,77,6.275,Debris Burning,3
124,5,79,12.923076923076923,Debris Burning,7
125,5,81,4.333333333333333,Debris Burning,2
126,5,83,17.882941176470588,Debris Burning,5
127,5,85,12.8,Debris Burning,3
128,5,87,35.583333333333336,Arson,7
129,5,89,16.8,Arson,12
130,5,91,4.8,Debris Burning,11
131,5,95,71.0,Arson,1
132,5,99,3.761904761904762,Debris Burning,9
133,5,101,94.16190476190476,Arson,9
134,5,103,11.509803921568627,Arson,22
135,5,105,5.003478260869565,Arson,8
136,5,109,5.4,Equipment Use,7
137,5,111,4.0,Equipment Use,1
138,5,113,5.416,Railroad,10
139,5,115,7.917857142857143,Arson,17
140,5,117,40.0,Debris Burning,1
141,5,119,4.785714285714286,Debris Burning,7
142,5,121,20.761904761904763,Debris Burning,16
143,5,123,35.142857142857146,Arson,8
144,5,125,8.037735849056604,Arson,32
145,5,127,14.447058823529412,Lightning,6
146,5,129,51.1,Arson,49
147,5,131,17.90909090909091,Debris Burning,7
148,5,133,4.5,Debris Burning,3
149,5,135,19.3,Arson,13
150,5,137,5.8428571428571425,Arson,7
151,5,139,9.666666666666666,Arson,11
152,5,141,14.038461538461538,Arson,12
153,5,143,13.875,Equipment Use,3
154,5,145,17.333333333333332,Arson,8
155,5,147,10.0,Debris Burning,1
156,5,149,260.01875,Miscellaneous,6
157,6,1,0.1,Miscellaneous,2
158,6,3,4.373,Lightning,10
159,6,5,3.343396226415093,Miscellaneous,13
160,6,7,17.336589147286823,Miscellaneous,45
161,6,9,5.349195402298856,Miscellaneous,42
162,6,11,0.13333333333333333,Miscellaneous,2
163,6,13,0.1,Miscellaneous,1
